,ID,Title,Year,Rating,IMDb,Rotten Tomatoes,Genre,Netflix,Amazon Prime Video
23179,23180,Ali Baba and the 7 Dwarfs,2015,13+,5.7,48,Comedy,1,0
2408,2409,Ride,2014,18+,5.7,56,Comedy,0,1
12988,12989,The Discoverers,2014,16+,5.7,53,Comedy,0,1
20737,20738,The Nut Job,2014,7+,5.7,58,Comedy,1,0
22398,22399,Big Stone Gap,2014,13+,5.7,53,Comedy,1,0
23470,23471,Ungli,2014,13+,5.7,41,Comedy,1,0
23885,23886,Mumbai Delhi Mumbai,2014,7+,5.7,36,Comedy,1,0
1879,1880,Bad Milo,2013,18+,5.7,56,Comedy,0,1
3495,3496,A.C.O.D.,2013,18+,5.7,58,Comedy,0,1
5641,5642,Sexy Evil Genius,2013,18+,5.7,47,Comedy,0,1
15902,15903,Biriyani,2013,7+,5.7,36,Comedy,0,1
17497,17498,A Strange Brand of Happy,2013,13+,5.7,38,Comedy,0,1
147,148,Stitches,2012,18+,5.7,55,Comedy,0,1
21660,21661,Playing for Keeps,2012,13+,5.7,55,Comedy,1,0
22718,22719,Rowdy Rathore,2012,13+,5.7,59,Comedy,1,0
23365,23366,Ek Main Aur Ekk Tu,2012,7+,5.7,54,Comedy,1,0
15748,15749,My Last Day Without You,2011,18+,5.7,43,Comedy,0,1
21337,21338,Arthur,2011,13+,5.7,60,Comedy,1,0
21664,21665,Jumping the Broom,2011,13+,5.7,61,Comedy,1,0
18465,18466,The Cursed Island,2014,,nan,na,Action,0,1
18509,18510,The Cursed Island,2014,,nan,na,Comedy,0,1
18950,18951,Southern Fried Fencing,2014,,nan,10,Comedy,0,1
19268,19269,Living Things,2014,,nan,35,Comedy,0,1
10689,10690,To the Beat! Back 2 School,2020,7+,5.6,37,Comedy,0,1
20951,20952,Vampires vs. the Bronx,2020,13+,5.6,66,Comedy,1,0
7974,7975,A Christmas Princess,2019,7+,5.6,47,Comedy,0,1
10044,10045,The Turkey Bowl,2019,16+,5.6,51,Comedy,0,1
20945,20946,The Last Laugh,2019,18+,5.6,52,Comedy,1,0
23572,23573,The Panti Sisters,2019,13+,5.6,47,Comedy,1,0
22287,22288,I'm Not Crazy!,2018,18+,5.6,41,Comedy,1,0
7554,7555,All About the Money,2017,16+,5.6,53,Comedy,0,1
20962,20963,Sahara,2017,7+,5.6,47,Comedy,1,0
21654,21655,Gnome Alone,2017,7+,5.6,49,Comedy,1,0
23353,23354,Catching Feelings,2017,18+,5.6,42,Comedy,1,0
4647,4648,Almost Adults,2016,16+,5.6,65,Comedy,0,1
8333,8334,Married by Christmas,2016,7+,5.6,43,Comedy,0,1
16943,16944,M Cream,2016,13+,5.6,32,Comedy,0,1
23488,23489,Locksmith’s Debt,2016,13+,5.6,46,Comedy,1,0
23723,23724,People You May Know,2016,18+,5.6,47,Comedy,1,0
4077,4078,Nina Forever,2015,18+,5.6,67,Comedy,0,1
8707,8708,Amigo Undead,2015,18+,5.6,36,Comedy,0,1
22032,22033,Search Party,2014,18+,5.6,52,Comedy,1,0
1274,1275,All Is Bright,2013,18+,5.6,55,Comedy,0,1
1854,1855,Knights of Badassdom,2013,18+,5.6,60,Comedy,0,1
1856,1857,Cottage Country,2013,16+,5.6,47,Comedy,0,1
5180,5181,The Lifeguard,2013,18+,5.6,54,Comedy,0,1
9364,9365,C.O.G.,2013,18+,5.6,59,Comedy,0,1
16812,16813,Feeding Mr. Baldwin,2013,18+,5.6,33,Comedy,0,1
2415,2416,Good Deeds,2012,13+,5.6,59,Comedy,0,1
10698,10699,Switchmas,2012,7+,5.6,41,Comedy,0,1
21318,21319,Mirror Mirror,2012,7+,5.6,65,Comedy,1,0
2391,2392,Hick,2011,18+,5.6,52,Comedy,0,1
8701,8702,Division III: Football's Finest,2011,18+,5.6,47,Comedy,0,1
10015,10016,35 and Ticking,2011,18+,5.6,58,Comedy,0,1
15915,15916,Yamla Pagla Deewana,2011,7+,5.6,40,Comedy,0,1
23580,23581,Bbuddah Hoga Terra Baap,2011,13+,5.6,47,Comedy,1,0
5649,5650,Never Too Late,2020,16+,5.5,51,Comedy,0,1
20763,20764,Tremors: Shrieker Island,2020,13+,5.5,57,Comedy,1,0
4060,4061,The Wedding Year,2019,18+,5.5,53,Comedy,0,1
7991,7992,Rock N' Roll Christmas,2019,7+,5.5,39,Comedy,0,1
8691,8692,The Weekend,2019,18+,5.5,53,Comedy,0,1
10350,10351,#IMomSoHard Live,2019,18+,5.5,34,Comedy,0,1
22837,22838,Kevin Hart's Guide to Black History,2019,7+,5.5,59,Comedy,1,0
22157,22158,The Legacy of a Whitetail Deer Hunter,2018,16+,5.5,51,Comedy,1,0
22317,22318,Spivak,2018,18+,5.5,45,Comedy,1,0
22715,22716,Yucatán,2018,7+,5.5,54,Comedy,1,0
24008,24009,Enissa Amani: Ehrenwort,2018,7+,5.5,36,Comedy,1,0
11038,11039,Sasheer Zamata: Pizza Mind,2017,18+,5.5,36,Comedy,0,1
11570,11571,Freehold,2017,18+,5.5,57,Comedy,0,1
12951,12952,Andrew Santino: Home Field Advantage,2017,18+,5.5,39,Comedy,0,1
13567,13568,Best Friend from Heaven,2017,7+,5.5,32,Comedy,0,1
21333,21334,The Outcasts,2017,13+,5.5,59,Comedy,1,0
23577,23578,Mubarakan,2017,13+,5.5,53,Comedy,1,0
4621,4622,Dirty 30,2016,13+,5.5,44,Comedy,0,1
10027,10028,A Christmas in Vermont,2016,7+,5.5,41,Comedy,0,1
12399,12400,The Standoff,2016,7+,5.5,46,Comedy,0,1
15069,15070,When the Starlight Ends,2016,13+,5.5,41,Comedy,0,1
24241,24242,A Chaster Marriage,2016,13+,5.5,44,Comedy,1,0
23584,23585,Gina Yashere: Laughing To America,2014,,nan,34,Comedy,1,0
24388,24389,Pac’s Scary Halloween,2016,7+,5.5,35,Comedy,1,0
24451,24452,Saadey CM Saab,2016,7+,5.5,37,Comedy,1,0
12787,12788,A Beautiful Now,2015,18+,5.5,39,Comedy,0,1
12984,12985,The Night Is Young,2015,18+,5.5,40,Comedy,0,1
15588,15589,Chic!,2015,7+,5.5,29,Comedy,0,1
17778,17779,Chasing Fifty,2015,13+,5.5,36,Comedy,0,1
22552,22553,Tribhanga,2021,,6.2,55,Drama,1,0
21677,21678,A Very Murray Christmas,2015,18+,5.5,63,Comedy,1,0
11875,11876,Inspired Guns,2014,7+,5.5,35,Comedy,0,1
9694,9695,Acrylic,2020,,6.2,46,Comedy,0,1
12372,12373,Jenny McCarthy's Dirty Sexy Funny,2014,18+,5.5,38,Comedy,0,1
12150,12151,Halal Love Story,2020,,6.2,47,Comedy,0,1
13339,13340,Door Ke Darshan,2020,,6.2,46,Comedy,0,1
14389,14390,Impossible Monsters,2020,,6.2,63,Drama,0,1
16986,16987,Door Ke Darshan,2020,,6.2,46,Drama,0,1
12395,12396,Marry Us for Christmas,2014,7+,5.5,35,Comedy,0,1
21796,21797,#Alive,2020,,6.2,61,Action,1,0
14690,14691,Bewakoofiyaan,2014,7+,5.5,42,Comedy,0,1
22551,22552,Notes for My Son,2020,,6.2,48,Drama,1,0
23492,23493,Door Ke Darshan,2020,,6.2,46,Comedy,1,0
23700,23701,Alex Fernández: The Best Comedian in the World,2020,,6.2,36,Comedy,1,0
23751,23752,Door Ke Darshan,2020,,6.2,46,Drama,1,0
695,696,Bad Ass,2012,18+,5.5,55,Comedy,0,1
9707,9708,FDR: American Badass!,2012,18+,5.5,44,Comedy,0,1
10368,10369,Holiday Switch,2012,7+,5.5,41,Comedy,0,1
8564,8565,Killer Therapy,2019,,6.2,46,Horror,0,1
11028,11029,Holly's Holiday,2012,16+,5.5,44,Comedy,0,1
12688,12689,The Kindness of Strangers,2019,,6.2,55,Drama,0,1
13627,13628,In This Gray Place,2019,,6.2,41,Drama,0,1
14714,14715,The Days of Noah Part 2: Judgment Hour,2019,,6.2,30,Documentary,0,1
23281,23282,Katt Williams: Kattpacalypse,2012,18+,5.5,44,Comedy,1,0
17377,17378,Alonzo Bodden: Heavy Lightweight,2019,,6.2,38,Comedy,0,1
22621,22622,In Family I Trust,2019,,6.2,48,Comedy,1,0
23571,23572,Cuddle Weather,2019,,6.2,50,Comedy,1,0
23616,23617,A Land Imagined,2019,,6.2,52,Drama,1,0
23762,23763,Cuddle Weather,2019,,6.2,50,Drama,1,0
24113,24114,Made In China,2019,,6.2,54,Comedy,1,0
24412,24413,Made In China,2019,,6.2,54,Drama,1,0
1370,1371,Road of Giants,2018,,6.2,30,Documentary,0,1
1379,1380,The Long Shadow,2018,,6.2,38,Documentary,0,1
12173,12174,Mihkel,2018,,6.2,35,Crime,0,1
12463,12464,The Last Merchants of Venice,2018,,6.2,28,Documentary,0,1
12683,12684,Nancy,2018,,6.2,64,Drama,0,1
12992,12993,Blue,2018,,6.2,36,Comedy,0,1
13365,13366,Pulling Push Doors,2018,,6.2,34,Comedy,0,1
14790,14791,Five Fingers for Marseilles,2018,,6.2,63,Drama,0,1
16499,16500,When the Storm Fades,2018,,6.2,34,Comedy,0,1
16580,16581,Blue,2018,,6.2,36,Drama,0,1
17113,17114,Pulling Push Doors,2018,,6.2,34,Drama,0,1
20195,20196,When the Storm Fades,2018,,6.2,34,Drama,0,1
20317,20318,Good Favour,2018,,6.2,36,Drama,0,1
21086,21087,The Drug King,2018,,6.2,64,Action,1,0
21187,21188,Cities of Last Things,2018,,6.2,48,Crime,1,0
21535,21536,River's Edge,2018,,6.2,49,Crime,1,0
22162,22163,The Land of Steady Habits,2018,,6.2,63,Comedy,1,0
22541,22542,The Land of Steady Habits,2018,,6.2,63,Drama,1,0
23183,23184,Up Among the Stars,2018,,6.2,40,Drama,1,0
23368,23369,Cold Feet,2018,,6.2,46,Comedy,1,0
23390,23391,Cities of Last Things,2018,,6.2,48,Drama,1,0
23949,23950,Sebastián Marcelo Wainraich,2018,,6.2,37,Comedy,1,0
24049,24050,River's Edge,2018,,6.2,49,Drama,1,0
24164,24165,Hope Aur Hum,2018,,6.2,35,Comedy,1,0
24243,24244,Moms at War,2018,,6.2,33,Comedy,1,0
24431,24432,Hope Aur Hum,2018,,6.2,35,Drama,1,0
2400,2401,Lost in London,2017,,6.2,64,Comedy,0,1
3110,3111,Lost in London,2017,,6.2,64,Drama,0,1
6133,6134,Dave Made a Maze,2017,,6.2,70,Comedy,0,1
6456,6457,Melle,2017,,6.2,36,Romance,0,1
6966,6967,Silhouettes,2017,,6.2,27,Romance,0,1
7197,7198,Sled Dogs,2017,,6.2,59,Documentary,0,1
8292,8293,The Incredible Story of the Giant Pear,2017,,6.2,39,Action,0,1
8303,8304,Furious,2017,,6.2,53,Action,0,1
8479,8480,Furious,2017,,6.2,53,Drama,0,1
8626,8627,Dave Made a Maze,2017,,6.2,70,Action,0,1
9363,9364,The Sweet Life,2017,,6.2,47,Comedy,0,1
10995,10996,Sundowners,2017,,6.2,35,Comedy,0,1
12186,12187,The Devotion of Suspect X,2017,,6.2,44,Crime,0,1
12861,12862,The Sweet Life,2017,,6.2,47,Drama,0,1
14201,14202,Sundowners,2017,,6.2,35,Drama,0,1
15781,15782,OG: The Harry Jumonji Story,2017,,6.2,35,Documentary,0,1
18469,18470,Gunturodu,2017,,6.2,38,Action,0,1
19165,19166,Gunturodu,2017,,6.2,38,Comedy,0,1
19183,19184,The 12 Lives of Sissy Carlyle,2017,,6.2,39,Comedy,0,1
19229,19230,Irada,2017,,6.2,44,Drama,0,1
19501,19502,Razzia,2017,,6.2,45,Drama,0,1
20777,20778,Black Snow,2017,,6.2,55,Crime,1,0
20836,20837,Brian Regan: Nunchucks and Flamethrowers,2017,,6.2,45,Documentary,1,0
21018,21019,Bill Nye: Science Guy,2017,,6.2,62,Documentary,1,0
6162,6163,Extracurricular,2020,18+,5.4,45,Comedy,0,1
21516,21517,Lucknow Central,2017,,6.2,47,Crime,1,0
21549,21550,What Makes a Psychopath?,2017,,6.2,37,Documentary,1,0
11309,11310,Spinster,2020,7+,5.4,63,Comedy,0,1
23800,23801,"Rob Schneider: Asian Momma, Mexican Kids",2020,18+,5.4,46,Comedy,1,0
21846,21847,He Even Has Your Eyes,2017,,6.2,51,Comedy,1,0
21864,21865,Lost in London,2017,,6.2,64,Comedy,1,0
21917,21918,Food on the Go,2017,,6.2,39,Documentary,1,0
16817,16818,Kings of Mulberry Street,2019,16+,5.4,34,Comedy,0,1
23691,23692,Dolly Kitty Aur Woh Chamakte Sitare,2019,18+,5.4,45,Comedy,1,0
23959,23960,Tuna Girl,2019,7+,5.4,32,Comedy,1,0
22330,22331,Lost in London,2017,,6.2,64,Drama,1,0
22346,22347,Black Snow,2017,,6.2,55,Drama,1,0
24385,24386,Uncle Naji in UAE,2019,13+,5.4,35,Comedy,1,0
11307,11308,Christmas Catch,2018,7+,5.4,40,Comedy,0,1
20757,20758,Step Sisters,2018,13+,5.4,53,Comedy,1,0
20766,20767,"Game Over, Man!",2018,18+,5.4,58,Comedy,1,0
23059,23060,Jefe,2018,18+,5.4,37,Comedy,1,0
23171,23172,Lynne Koplitz: Hormonal Beast,2017,,6.2,41,Comedy,1,0
23252,23253,Brian Regan: Nunchucks and Flamethrowers,2017,,6.2,45,Comedy,1,0
23323,23324,Lucknow Central,2017,,6.2,47,Action,1,0
23847,23848,Lucknow Central,2017,,6.2,47,Drama,1,0
23952,23953,Alan Saldaña: Mi vida de pobre,2017,,6.2,33,Comedy,1,0
24005,24006,Uncertain Glory,2017,,6.2,43,Drama,1,0
24580,24581,My Ex & Whys,2017,,6.2,55,Drama,1,0
24618,24619,Melle,2017,,6.2,36,Drama,1,0
4081,4082,Welcome to the Hartmanns,2016,,6.2,43,Comedy,0,1
4662,4663,Robbery,2016,,6.2,42,Crime,0,1
23176,23177,Christmas Catch,2018,7+,5.4,40,Comedy,1,0
5800,5801,Welcome to the Hartmanns,2016,,6.2,43,Drama,0,1
5986,5987,Main Teri Tu Mera,2016,,6.2,37,Romance,0,1
6016,6017,Perfect Break,2016,,6.2,35,Romance,0,1
6216,6217,Where is Robert Fisher?,2016,,6.2,39,Documentary,0,1
6281,6282,The Love Witch,2016,,6.2,72,Drama,0,1
7708,7709,A Snow Capped Christmas,2016,all,6.2,45,Drama,0,1
5167,5168,The Night Watchmen,2017,18+,5.4,65,Comedy,0,1
5664,5665,Non-Transferable,2017,13+,5.4,47,Comedy,0,1
10438,10439,Made In Venice,2016,,6.2,29,Documentary,0,1
10798,10799,Model Citizens,2016,,6.2,31,Documentary,0,1
11001,11002,Robbery,2016,,6.2,42,Comedy,0,1
7093,7094,Bad Kids of Crestview Academy,2017,18+,5.4,54,Comedy,0,1
11290,11291,Going to Brazil,2017,18+,5.4,40,Comedy,0,1
12768,12769,The Butterfly Tree,2017,16+,5.4,49,Comedy,0,1
12977,12978,Willie Barcena: The Truth Hurts,2016,,6.2,35,Comedy,0,1
13453,13454,Hunter Gatherer,2016,,6.2,57,Drama,0,1
22031,22032,Pottersville,2017,13+,5.4,49,Comedy,1,0
13639,13640,Hello Destroyer,2016,,6.2,57,Drama,0,1
14214,14215,Robbery,2016,,6.2,42,Drama,0,1
23472,23473,Jailbreak,2017,18+,5.4,54,Comedy,1,0
23796,23797,Poster Boys,2017,13+,5.4,41,Comedy,1,0
16357,16358,The Head Vanishes,2016,,6.2,41,Comedy,0,1
24329,24330,All of You,2017,16+,5.4,39,Comedy,1,0
17191,17192,Siren,2016,,6.2,31,Action,0,1
17705,17706,The Rooftop Christmas Tree,2016,all,6.2,41,Drama,0,1
17750,17751,Tiger,2016,,6.2,37,Action,0,1
18071,18072,Main Teri Tu Mera,2016,,6.2,37,Comedy,0,1
18225,18226,Perfect Break,2016,,6.2,35,Comedy,0,1
18905,18906,Water Path for a Fish,2016,,6.2,33,Action,0,1
20008,20009,Across the Waters,2016,,6.2,40,Drama,0,1
20040,20041,The Head Vanishes,2016,,6.2,41,Drama,0,1
1860,1861,Sundown,2016,18+,5.4,51,Comedy,0,1
